"filename", "language", "C#", "Log", "ShaderLab", "HLSL", "JSON", "Markdown", "YAML", "JSON with Comments", "XML", "HTML", "Ini", "comment", "blank", "total"
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Documentation~\CinemachinePixelPerfect.md", "Markdown", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 10, 20
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Documentation~\CinemachinePostProcessing.md", "Markdown", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 17, 43
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Documentation~\CinemachineRecomposer.md", "Markdown", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 7, 24
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Documentation~\CinemachineSavingDuringPlay.md", "Markdown", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 6, 11
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Documentation~\CinemachineSetUpVCam.md", "Markdown", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 9, 17
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Documentation~\CinemachineSmoothPath.md", "Markdown", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 6, 24
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Documentation~\CinemachineStateDrivenCamera.md", "Markdown", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 18, 48
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Documentation~\CinemachineStoryboard.md", "Markdown", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 7, 28
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Documentation~\CinemachineTargetGroup.md", "Markdown", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 11, 36
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Documentation~\CinemachineTimeline.md", "Markdown", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 25, 49
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Documentation~\CinemachineTopDown.md", "Markdown", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 5, 9
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Documentation~\CinemachineUsing.md", "Markdown", 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 40, 91
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Documentation~\CinemachineVirtualCamera.md", "Markdown", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 12, 42
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Documentation~\CinemachineVirtualCameraAim.md", "Markdown", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 10, 19
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Documentation~\CinemachineVirtualCameraBody.md", "Markdown", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 5, 15
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Documentation~\CinemachineVirtualCameraExtensions.md", "Markdown", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 7, 13
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Documentation~\CinemachineVirtualCameraNoise.md", "Markdown", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 14, 29
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Documentation~\CinemachineVolumeSettings.md", "Markdown", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 10, 29
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Documentation~\TableOfContents.md", "Markdown", 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 1, 61
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Documentation~\cinemachine.md", "Markdown", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 10, 20
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Documentation~\cinemachineAPI.md", "Markdown", 0, 0, 0, 0, 0, 1388, 0, 0, 0, 0, 0, 0, 1018, 2406
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Documentation~\index.md", "Markdown", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 25, 56
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\EditorResources\CMWaveform.compute", "HLSL", 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 3, 10, 61
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\EditorResources\CMWaveform.shader", "ShaderLab", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 58
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\EditorResources\StdLib.hlsl", "HLSL", 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 2, 14, 64
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Editors\Cinemachine3rdPersonFollowEditor.cs", "C#", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 31
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Editors\CinemachineBasicMultiChannelPerlinEditor.cs", "C#", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 31
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Editors\CinemachineBlendListCameraEditor.cs", "C#", 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26, 216
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Editors\CinemachineBlenderSettingsEditor.cs", "C#", 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 25, 162
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Editors\CinemachineBrainEditor.cs", "C#", 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 19, 186
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Editors\CinemachineClearShotEditor.cs", "C#", 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21, 227
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Editors\CinemachineColliderEditor.cs", "C#", 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 89
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Editors\CinemachineComposerEditor.cs", "C#", 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 123
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Editors\CinemachineConfinerEditor.cs", "C#", 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 198
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Editors\CinemachineExternalCameraEditor.cs", "C#", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 20
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Editors\CinemachineFramingTransposerEditor.cs", "C#", 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 20, 209
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Editors\CinemachineFreeLookEditor.cs", "C#", 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 21, 212
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Editors\CinemachineGroupComposerEditor.cs", "C#", 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 96
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Editors\CinemachineHardLockToTargetEditor.cs", "C#", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Editors\CinemachineHardLookAtEditor.cs", "C#", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Editors\CinemachineMixingCameraEditor.cs", "C#", 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 106
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Editors\CinemachineNoiseSettingsEditor.cs", "C#", 316, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 39, 363
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Editors\CinemachineOrbitalTransposerEditor.cs", "C#", 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 144
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Editors\CinemachinePOVEditor.cs", "C#", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Editors\CinemachinePathEditor.cs", "C#", 389, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 36, 440
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Editors\CinemachineSameAsFollowTargetEditor.cs", "C#", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Editors\CinemachineScreenComposerGuides.cs", "C#", 284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 39, 364
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Editors\CinemachineSmoothPathEditor.cs", "C#", 217, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 29, 257
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Editors\CinemachineStateDrivenCameraEditor.cs", "C#", 393, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 49, 455
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Editors\CinemachineStoryboardEditor.cs", "C#", 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16, 145
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Editors\CinemachineTargetGroupEditor.cs", "C#", 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18, 119
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Editors\CinemachineTrackedDollyEditor.cs", "C#", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 74
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Editors\CinemachineTransposerEditor.cs", "C#", 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 108
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Editors\CinemachineVirtualCameraBaseEditor.cs", "C#", 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 23, 252
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Editors\CinemachineVirtualCameraEditor.cs", "C#", 490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 49, 571
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Experimental\CinemachineNewFreeLookEditor.cs", "C#", 267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 31, 310
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Experimental\CinemachineNewVirtualCameraEditor.cs", "C#", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 79
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Experimental\VcamStageEditor.cs", "C#", 264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 33, 315
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Helpers\CinemachineTriggerActionEditor.cs", "C#", 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21, 162
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Impulse\CinemachineCollisionImpulseSourceEditor.cs", "C#", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 33
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Impulse\CinemachineImpulseChannelPropertyDrawer.cs", "C#", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 54
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Impulse\CinemachineImpulseChannels.cs", "C#", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 7, 75
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Impulse\CinemachineImpulseDefinitionPropertyDrawer.cs", "C#", 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 89
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Impulse\CinemachineImpulseEnvelopePropertyDrawer.cs", "C#", 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 100
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Impulse\CinemachineImpulseListenerEditor.cs", "C#", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Impulse\CinemachineImpulseSourceEditor.cs", "C#", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Menus\CinemachineMenu.cs", "C#", 277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 31, 330
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\PostProcessing\CinemachinePostProcessingEditor.cs", "C#", 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 31, 216
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\PostProcessing\CinemachineVolumeSettingsEditor.cs", "C#", 187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 32, 227
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\PropertyDrawers\AxisStatePropertyDrawer.cs", "C#", 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 130
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\PropertyDrawers\CinemachineBlendDefinitionPropertyDrawer.cs", "C#", 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 57
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\PropertyDrawers\CinemachineTagFieldPropertyDrawer.cs", "C#", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\PropertyDrawers\EmbeddedAssetPropertyDrawer.cs", "C#", 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25, 279
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\PropertyDrawers\LensSettingsPropertyDrawer.cs", "C#", 262, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 31, 297
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\PropertyDrawers\NoiseSettingsPropertyDrawer.cs", "C#", 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 140
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\PropertyDrawers\OrbitalTransposerHeadingPropertyDrawer.cs", "C#", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 56
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\PropertyDrawers\VcamTargetPropertyDrawer.cs", "C#", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 44
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Timeline\CinemachineShotClipEditor.cs", "C#", 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18, 136
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Timeline\CinemachineShotEditor.cs", "C#", 208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 26, 246
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Utility\BaseEditor.cs", "C#", 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 14, 138
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Utility\CinemachineLensPresets.cs", "C#", 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 15, 198
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Utility\EmbeddedAssetHelpers.cs", "C#", 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 14, 172
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Utility\InspectorUtility.cs", "C#", 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 14, 233
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Utility\ReflectionHelpers.cs", "C#", 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 20, 242
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Utility\SaveDuringPlay.cs", "C#", 406, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 43, 547
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Utility\ScriptableObjectUtility.cs", "C#", 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 19, 152
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Utility\SerializedPropertyHelper.cs", "C#", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 5, 74
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Windows\AboutWindow.cs", "C#", 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 141
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Windows\CinemachineColliderPrefs.cs", "C#", 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 86
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Windows\CinemachineSettings.cs", "C#", 404, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 70, 482
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Editor\Windows\WaveformWindow.cs", "C#", 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 30, 236
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\LICENSE.md", "Markdown", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 6
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\README.md", "Markdown", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 8, 36
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Runtime\AssemblyInfo.cs", "C#", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Runtime\Behaviours\Cinemachine3rdPersonAim.cs", "C#", 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 12, 136
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Runtime\Behaviours\CinemachineBlendListCamera.cs", "C#", 264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 43, 376
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Runtime\Behaviours\CinemachineBrain.cs", "C#", 602, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 184, 74, 860
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Runtime\Behaviours\CinemachineCameraOffset.cs", "C#", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 7, 74
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Runtime\Behaviours\CinemachineClearShot.cs", "C#", 329, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 51, 470
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Runtime\Behaviours\CinemachineCollider.cs", "C#", 634, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 64, 809
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Runtime\Behaviours\CinemachineConfiner.cs", "C#", 248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 25, 315
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Runtime\Behaviours\CinemachineDollyCart.cs", "C#", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 11, 86
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Runtime\Behaviours\CinemachineExternalCamera.cs", "C#", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 9, 85
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Runtime\Behaviours\CinemachineFollowZoom.cs", "C#", 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 11, 111
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Runtime\Behaviours\CinemachineFreeLook.cs", "C#", 617, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 81, 834
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Runtime\Behaviours\CinemachineMixingCamera.cs", "C#", 205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 26, 305
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Runtime\Behaviours\CinemachinePath.cs", "C#", 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 16, 195
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Runtime\Behaviours\CinemachinePipeline.cs", "C#", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 13
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Runtime\Behaviours\CinemachinePixelPerfect.cs", "C#", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 8, 74
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Runtime\Behaviours\CinemachineRecomposer.cs", "C#", 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 14, 122
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Runtime\Behaviours\CinemachineSmoothPath.cs", "C#", 196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 23, 252
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Runtime\Behaviours\CinemachineStateDrivenCamera.cs", "C#", 386, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 58, 560
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Runtime\Behaviours\CinemachineStoryboard.cs", "C#", 305, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 37, 397
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Runtime\Behaviours\CinemachineTargetGroup.cs", "C#", 307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 41, 442
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Runtime\Behaviours\CinemachineVirtualCamera.cs", "C#", 404, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 165, 58, 627
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Runtime\Components\Cinemachine3rdPersonFollow.cs", "C#", 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 27, 198
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Runtime\Components\CinemachineBasicMultiChannelPerlin.cs", "C#", 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 14, 116
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Runtime\Components\CinemachineComposer.cs", "C#", 362, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 53, 519
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Runtime\Components\CinemachineFramingTransposer.cs", "C#", 457, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 145, 80, 682
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Runtime\Components\CinemachineGroupComposer.cs", "C#", 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 41, 305
"d:\UnityProjects\Agent Arena\Library\PackageCache\com.unity.cinemachine@2.6.3\Runtime\Components\CinemachineHardLockToTarget.cs", "C#", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 8, 54
